M2SL
3489.9
3491.1
3499.2
3524.2
3548.9
3567.4
3589.0
3602.1
3613.4
3619.9
3629.5
3647.9
3661.8
3686.9
3697.7
3709.6
3722.5
3737.1
3744.0
3753.4
3772.8
3795.1
3818.6
3834.6
3846.3
3861.2
3877.0
3889.2
3906.0
3923.9
3957.4
3973.1
3992.3
4014.8
4032.9
4056.2
4088.9
4114.3
4140.2
4164.4
4184.1
4203.8
4228.7
4267.7
4307.9
4346.6
4375.6
4403.0
4425.8
4432.6
4461.4
4486.1
4508.0
4535.4
4552.7
4568.8
4592.7
4611.8
4639.3
4667.6
4680.9
4711.7
4767.8
4755.7
4773.6
4791.3
4819.5
4855.3
4871.4
4882.8
4927.7
4978.4
5017.1
5074.9
5139.2
5137.3
5180.3
5210.2
5243.9
5355.3
5344.0
5387.7
5440.7
5461.1
5490.4
5502.2
5502.3
5528.5
5553.5
5596.2
5638.4
5662.5
5707.2
5758.2
5779.5
5812.3
5848.4
5868.6
5905.7
5965.5
6002.4
6049.4
6107.3
6079.9
6070.2
6075.7
6074.0
6082.2
6121.9
6158.0
6199.1
6275.9
6278.1
6291.3
6317.9
6352.3
6379.9
6406.5
6424.7
6431.0
6439.1
6448.4
6462.0
6479.2
6511.8
6543.7
6576.5
6610.3
6644.1
6660.8
6688.0
6730.3
6754.9
6769.5
6807.0
6813.9
6852.1
6893.9
6925.3
6952.6
7002.0
7037.5
7080.4
7118.5
7134.6
7168.5
7241.0
7254.9
7288.1
7319.0
7395.1
7413.3
7428.4
7453.8
7484.2
7517.8
7604.2
7670.3
7712.8
7725.5
7744.2
7791.5
7806.1
7872.7
7975.3
8027.3
8205.0
8289.4
8319.6
8386.7
8391.4
8449.5
8459.5
8463.8
8463.3
8461.8
8488.1
8517.3
8512.5
8478.0
8527.6
8523.7
8555.1
8609.3
8628.4
8639.8
8688.2
8718.9
8768.7
8789.3
8822.9
8845.2
8909.0
8967.0
9030.4
9102.7
9176.7
9338.7
9525.1
9545.3
9578.1
9629.8
9677.4
9750.5
9802.2
9846.2
9899.8
9943.0
10013.0
10065.7
10136.4
10216.6
10282.8
10351.8
10474.4
10497.6
10516.6
10572.9
10600.4
10634.7
10692.3
10731.5
10789.6
10850.0
10974.2
10982.9
11047.8
11117.6
11183.2
11219.1
11264.0
11328.5
11383.7
11438.4
11462.5
11503.7
11577.5
11618.2
11701.9
11774.2
11880.4
11892.9
11932.5
11963.8
12011.1
12061.1
12110.8
12170.3
12211.2
12301.0
12361.5
12490.8
12557.6
12620.2
12703.7
12775.9
12841.1
12902.2
12988.9
13047.9
13112.8
13182.4
13215.3
13286.4
13351.2
13420.1
13481.0
13539.7
13564.1
13628.9
13688.0
13733.8
13788.5
13814.7
13860.3
13869.2
13907.3
13966.4
13989.3
14055.7
14117.5
14157.0
14206.0
14238.2
14248.1
14258.7
14369.9
14432.7
14470.5
14513.9
14548.1
14660.8
14782.9
14865.4
14947.6
15039.5
15174.6
15273.3
15334.3
15401.3
15453.8
15980.6
16999.0
17868.4
18161.5
18311.4
18382.2
18606.8
18758.1
18972.9
19109.9
19334.6
19570.8
19809.6
20135.3
20439.5
20482.4
20633.4
20844.4
20973.8
21153.7
21327.6
21507.8
21566.1
21621.0
21722.8
21723.2
21696.6
21652.4
21644.5
21626.7
21507.7
21433.4
21367.1
21273.1
21188.2
21117.7
20870.6
20712.2
20804.8
20788.5
20762.6
20735.0
20681.4
20662.5
20675.7
20725.4
20725.9
20761.8
20862.9
20881.1
20959.4
21020.1
21039.4
21141.2
21221.2
