M2SL
286.6
287.7
289.2
290.1
292.2
294.1
295.2
296.4
296.7
296.5
297.1
297.8
298.2
298.4
299.3
300.1
300.9
302.3
304.1
306.9
308.4
309.5
310.9
312.4
314.1
316.5
318.3
319.9
322.2
324.3
325.6
327.6
329.5
331.1
333.4
335.5
337.5
340.1
343.1
345.5
347.5
349.3
350.8
352.8
354.9
357.2
359.8
362.7
365.2
367.9
370.7
373.3
376.1
378.4
381.1
383.6
386.0
388.3
391.5
393.2
395.2
397.6
399.8
401.7
404.2
407.1
410.1
413.4
416.9
419.1
422.0
424.7
427.5
430.4
433.2
435.4
437.1
440.1
442.9
445.8
449.5
452.6
455.7
459.2
462.0
464.6
467.2
469.3
470.1
471.2
470.9
472.6
475.4
475.7
477.3
480.2
481.6
485.1
489.7
492.1
497.2
502.0
506.3
510.8
514.7
518.2
521.2
524.8
527.4
530.4
533.2
535.7
538.9
542.6
545.6
549.4
553.6
557.6
562.4
566.8
569.3
571.9
574.4
575.7
576.5
578.5
579.5
580.1
582.1
583.4
585.4
587.9
589.6
586.3
587.3
588.4
591.5
595.2
599.1
604.9
611.2
616.4
621.1
626.5
632.9
641.0
649.9
658.4
666.7
673.0
679.6
685.5
692.5
698.4
704.6
710.3
717.7
725.7
733.5
738.4
743.3
749.7
759.5
768.7
778.3
786.9
793.9
802.3
810.3
814.1
815.3
819.7
826.8
833.3
836.5
838.8
839.3
842.6
848.9
855.5
859.7
864.2
870.1
872.9
874.6
877.8
881.4
884.1
887.9
893.3
898.6
902.1
906.3
914.1
925.0
935.1
947.9
963.0
975.1
983.1
991.5
997.8
1006.9
1016.2
1026.6
1040.3
1050.0
1060.8
1072.1
1077.6
1086.3
1098.7
1110.8
1125.0
1138.2
1152.0
1165.2
1177.6
1188.5
1199.6
1209.0
1217.8
1226.7
1237.0
1246.2
1254.0
1262.4
1270.3
1279.7
1285.5
1292.2
1300.4
1310.5
1318.5
1324.1
1333.5
1345.0
1352.3
1359.1
1366.0
1371.6
1377.8
1387.8
1402.1
1410.2
1423.0
1434.8
1446.6
1454.1
1460.4
1465.9
1473.7
1482.7
1494.6
1499.8
1502.2
1512.3
1529.2
1545.5
1561.5
1574.0
1584.8
1595.8
1599.8
1606.9
1618.7
1636.6
1659.2
1664.2
1670.3
1681.9
1694.3
1706.0
1721.8
1736.1
1755.5
1770.4
1774.5
1786.5
1803.9
1815.4
1826.0
1831.5
1845.2
1858.4
1869.7
1883.7
1905.9
1959.4
1996.8
2015.2
2028.6
2043.1
2053.5
2064.8
2074.0
2083.2
2099.2
2112.3
2123.5
2138.2
2158.2
2175.2
2191.7
2204.1
2215.1
2223.5
2230.4
2244.4
2258.9
2281.4
2306.4
2332.4
2354.1
2366.2
2375.4
2389.5
2412.6
2429.5
2444.0
2456.4
2468.0
2477.8
2492.1
2502.1
2512.9
2533.1
2557.8
2584.8
2605.0
2626.6
2646.5
2667.8
2687.4
2701.3
2728.0
2743.9
2747.5
2753.7
2767.7
2772.9
2774.6
2779.0
2788.2
2799.5
2814.8
2818.9
2826.4
2847.4
2870.4
2890.7
2910.7
2926.0
2938.4
2947.2
2952.0
2956.9
2965.3
2980.2
2988.2
2991.7
2992.2
2999.7
3006.0
3011.6
3027.9
3052.4
3074.4
3092.5
3114.1
3133.3
3152.5
3166.8
3179.2
3190.1
3201.6
3200.6
3213.7
3224.5
3242.0
3254.6
3259.3
3262.6
3271.8
3287.7
3304.5
3321.9
3332.4
3343.0
3351.9
3356.1
3355.0
3354.9
3360.1
3365.5
3372.2
3381.2
3400.0
3403.9
3399.7
3398.6
3393.4
3393.9
3398.8
3410.3
3423.8
3426.5
3424.7
3419.1
3414.5
3411.7
3411.3
3436.9
3442.4
3442.0
3445.7
3452.2
3456.7
3470.1
3474.5
3474.9
3475.7
3480.1
3481.3
3490.8
3479.5
3488.2
3485.7
3486.1
3484.3
3487.2
3486.4
3492.4
