,CPIAUCSL
2019-06-30,0.21931895791438205
2019-07-31,0.2286921744084362
2019-08-31,0.22333358984157686
2019-09-30,0.2201227027618224
2019-10-31,0.22311200183231242
2019-11-30,0.24476120265161244
2019-12-31,0.2584906803391261
2020-01-31,0.270135685376804
2020-02-29,0.2597117624198403
2020-03-31,0.2103737286230275
2020-04-30,0.13948597752999445
2020-05-31,0.13141054429935195
2020-06-30,0.16074690517441675
2020-07-31,0.17989917704389724
2020-08-31,0.19692781888497674
2020-09-30,0.20130735866409982
2020-10-31,0.19104100012926636
2020-11-30,0.18900942620754146
2020-12-31,0.19719092437386343
2021-01-31,0.20263758672789434
2021-02-28,0.21942369583683624
2021-03-31,0.27656236562488157
2021-04-30,0.36901015824831834
2021-05-31,0.4159935162881371
2021-06-30,0.4394802546303196
2021-07-31,0.4360052329812233
2021-08-31,0.4310348456798127
2021-09-30,0.44225458084389413
2021-10-31,0.4940962747154211
2021-11-30,0.5329752214032145
2021-12-31,0.5519498464602967
2022-01-31,0.5757058247883875
2022-02-28,0.5986139181821836
2022-03-31,0.6347755154874323
2022-04-30,0.6169173098898587
2022-05-31,0.6339033878766192
2022-06-30,0.6614996762450561
2022-07-31,0.6288778508986683
2022-08-31,0.6149202790801285
2022-09-30,0.6136795756432158
2022-10-31,0.5867126371527802
2022-11-30,0.548499028910901
2022-12-31,0.5057241983256837
2023-01-31,0.5027410047532336
2023-02-28,0.4787787212231069
2023-03-31,0.4165208367085661
2023-04-30,0.4168814732309425
2023-05-31,0.36731541860047995
2023-06-30,0.3028223030413439
2023-07-31,0.31602502804048155
2023-08-31,0.34302882463586093
2023-09-30,0.3415385158876117
2023-10-31,0.31445455116563814
2023-11-30,0.30803165636650504
2023-12-31,0.31912931720691157
2024-01-31,0.3060075516586072
2024-02-29,0.30961832732040656
2024-03-31,0.32831131207024233
2024-04-30,0.32121809792785533
2024-05-31,0.3147217640503392
2024-06-30,0.2981317682220859
2024-07-31,0.2949861802804866
