,A191RL1Q225SBEA
1989-09-30,0.4681411269088994
1989-10-31,0.4565560821484992
1989-11-30,0.4755134281200632
1989-12-31,0.49447077409162715
1990-01-31,0.5134281200631912
1990-02-28,0.49815692469720907
1990-03-31,0.482885729331227
1990-04-30,0.4676145339652449
1990-05-31,0.4612954186413902
1990-06-30,0.4549763033175355
1990-07-31,0.4486571879936809
1990-08-31,0.42812006319115326
1990-09-30,0.4075829383886256
1990-10-31,0.38704581358609796
1990-11-30,0.3959978936282254
1990-12-31,0.4049499736703528
1991-01-31,0.41390205371248023
1991-02-28,0.44075829383886256
1991-03-31,0.4676145339652449
1991-04-30,0.49447077409162715
1991-05-31,0.4881516587677725
1991-06-30,0.48183254344391785
1991-07-31,0.4755134281200632
1991-08-31,0.47235387045813587
1991-09-30,0.46919431279620855
1991-10-31,0.46603475513428116
1991-11-30,0.4844655081621906
1991-12-31,0.5028962611901
1992-01-31,0.5213270142180095
1992-02-29,0.5186940494997367
1992-03-31,0.516061084781464
1992-04-30,0.5134281200631912
1992-05-31,0.5113217482885729
1992-06-30,0.5092153765139547
1992-07-31,0.5071090047393365
1992-08-31,0.5081621906266456
1992-09-30,0.5092153765139547
1992-10-31,0.5102685624012638
1992-11-30,0.49183780937335436
1992-12-31,0.47340705634544494
1993-01-31,0.4549763033175355
1993-02-28,0.46340179041600843
1993-03-31,0.4718272775144813
1993-04-30,0.4802527646129542
1993-05-31,0.47814639283833593
1993-06-30,0.47604002106371773
1993-07-31,0.47393364928909953
1993-08-31,0.493417588204318
1993-09-30,0.5129015271195366
1993-10-31,0.5323854660347551
1993-11-30,0.5234333859926277
1993-12-31,0.5144813059505002
1994-01-31,0.5055292259083728
1994-02-28,0.5139547130068457
1994-03-31,0.5223802001053186
1994-04-30,0.5308056872037914
1994-05-31,0.5144813059505002
1994-06-30,0.49815692469720907
1994-07-31,0.48183254344391785
1994-08-31,0.4939441811479726
1994-09-30,0.5060558188520273
1994-10-31,0.5181674565560821
1994-11-30,0.5007898894154819
1994-12-31,0.4834123222748815
1995-01-31,0.46603475513428116
1995-02-28,0.4649815692469721
1995-03-31,0.46392838335966297
1995-04-30,0.46287519747235384
1995-05-31,0.4749868351764086
1995-06-30,0.4870984728804634
1995-07-31,0.49921011058451814
1995-08-31,0.49499736703528174
1995-09-30,0.4907846234860453
1995-10-31,0.48657187993680884
1995-11-30,0.4881516587677725
1995-12-31,0.48973143759873616
1996-01-31,0.4913112164296998
1996-02-29,0.5113217482885729
1996-03-31,0.531332280147446
1996-04-30,0.5513428120063191
1996-05-31,0.5344918378093734
1996-06-30,0.5176408636124276
1996-07-31,0.5007898894154819
1996-08-31,0.5039494470774092
1996-09-30,0.5071090047393365
1996-10-31,0.5102685624012638
1996-11-30,0.5018430753027909
1996-12-31,0.4934175882043181
1997-01-31,0.4849921011058452
1997-02-28,0.5071090047393365
1997-03-31,0.5292259083728278
1997-04-30,0.5513428120063191
1997-05-31,0.5423907319641916
1997-06-30,0.5334386519220642
1997-07-31,0.5244865718799367
1997-08-31,0.516061084781464
1997-09-30,0.507635597682991
1997-10-31,0.49921011058451814
1997-11-30,0.5023696682464455
1997-12-31,0.5055292259083728
1998-01-31,0.5086887835703001
1998-02-28,0.5071090047393365
1998-03-31,0.5055292259083728
1998-04-30,0.5039494470774092
1998-05-31,0.5107951553449184
1998-06-30,0.5176408636124276
1998-07-31,0.5244865718799367
1998-08-31,0.5323854660347551
1998-09-30,0.5402843601895735
1998-10-31,0.5481832543443917
1998-11-30,0.5334386519220642
1998-12-31,0.5186940494997367
1999-01-31,0.5039494470774092
1999-02-28,0.5018430753027909
1999-03-31,0.49973670352817273
1999-04-30,0.4976303317535545
1999-05-31,0.5081621906266456
1999-06-30,0.5186940494997367
1999-07-31,0.5292259083728278
1999-08-31,0.536071616640337
1999-09-30,0.5429173249078463
1999-10-31,0.5497630331753555
1999-11-30,0.5223802001053186
1999-12-31,0.49499736703528174
2000-01-31,0.4676145339652449
2000-02-29,0.49921011058451814
2000-03-31,0.5308056872037914
2000-04-30,0.5624012638230648
2000-05-31,0.5250131648235914
2000-06-30,0.48762506582411796
2000-07-31,0.45023696682464454
2000-08-31,0.46076882569773564
2000-09-30,0.47130068457082674
2000-10-31,0.48183254344391785
2000-11-30,0.4623486045286993
2000-12-31,0.44286466561348076
2001-01-31,0.4233807266982622
2001-02-28,0.44339125855713535
2001-03-31,0.46340179041600843
2001-04-30,0.4834123222748815
2001-05-31,0.46182201158504477
2001-06-30,0.440231700895208
2001-07-31,0.4186413902053712
2001-08-31,0.43285939968404424
2001-09-30,0.4470774091627172
2001-10-31,0.4612954186413902
2001-11-30,0.47340705634544494
2001-12-31,0.4855186940494997
2002-01-31,0.4976303317535545
2002-02-28,0.4928909952606635
2002-03-31,0.4881516587677725
2002-04-30,0.4834123222748815
2002-05-31,0.4786729857819905
2002-06-30,0.47393364928909953
2002-07-31,0.46919431279620855
2002-08-31,0.46340179041600843
2002-09-30,0.4576092680358083
2002-10-31,0.4518167456556082
2002-11-30,0.4602422327540811
2002-12-31,0.46866771985255395
2003-01-31,0.47709320695102686
2003-02-28,0.4849921011058452
2003-03-31,0.4928909952606635
2003-04-30,0.5007898894154819
2003-05-31,0.5176408636124276
2003-06-30,0.5344918378093734
2003-07-31,0.5513428120063191
2003-08-31,0.5402843601895735
2003-09-30,0.5292259083728278
2003-10-31,0.5181674565560821
2003-11-30,0.5055292259083728
2003-12-31,0.4928909952606635
2004-01-31,0.4802527646129542
2004-02-29,0.4844655081621906
2004-03-31,0.4886782517114271
2004-04-30,0.4928909952606635
2004-05-31,0.4965771458662454
2004-06-30,0.5002632964718272
2004-07-31,0.5039494470774092
2004-08-31,0.5055292259083728
2004-09-30,0.5071090047393365
2004-10-31,0.5086887835703001
2004-11-30,0.5107951553449184
2004-12-31,0.5129015271195366
2005-01-31,0.5150078988941548
2005-02-28,0.5018430753027909
2005-03-31,0.48867825171142704
2005-04-30,0.4755134281200632
2005-05-31,0.48183254344391785
2005-06-30,0.4881516587677725
2005-07-31,0.49447077409162715
2005-08-31,0.4892048446550816
2005-09-30,0.48393891521853605
2005-10-31,0.4786729857819905
2005-11-30,0.4960505529225908
2005-12-31,0.5134281200631912
2006-01-31,0.5308056872037914
2006-02-28,0.5071090047393365
2006-03-31,0.4834123222748815
2006-04-30,0.4597156398104265
